school_server_code,Atomic Structure,Ecosystem,English Beginner,English Elementary,Geometric Reasoning Part I,Geometric Reasoning Part II,Health and Disease,Linear Equations,Proportional Reasoning,Sound,Understanding Motion
mz30,1,1,70,2,31,2,31,2,2,6,1
